"latitude","longitude","count"
"47.6572","-117.5628","17"
"34.1100","-117.5717","8"
"33.6411","-117.5953","76"
"33.5011","-117.6633","18"
"33.6767","-117.6686","177"
"34.0861","-117.6712","17"
"33.5612","-117.6714","112"
"35.6499","-117.6716","61"
"34.0346","-117.6848","7"
"33.5560","-117.6852","106"
"34.0873","-117.6934","46"
"33.4923","-117.6967","63"
"34.0954","-117.7203","16"
"33.5766","-117.7270","184"
"34.0127","-117.7385","77"
"33.6519","-117.7454","142"
"34.1131","-117.7683","43"
"33.8610","-117.7918","30"
"33.7230","-117.7928","22"
"33.6776","-117.7998","5"
"33.8902","-117.8120","17"
"33.6967","-117.8312","131"
"34.1171","-117.8361","35"
"33.6500","-117.8384","15"
"33.7480","-117.8654","26"
"33.7763","-117.8693","6"
"33.8092","-117.8705","118"
"33.6127","-117.8785","35"
"33.6164","-117.8788","16"
"33.6948","-117.8889","35"
"34.1277","-117.8920","23"
"33.7827","-117.8933","192"
"33.6896","-117.8940","44"
"33.9189","-117.8998","34"
"34.1051","-117.9075","22"
"33.8059","-117.9145","13"
"33.8617","-117.9204","123"
"34.0707","-117.9235","16"
"33.9946","-117.9287","83"
"33.9185","-117.9606","30"
"33.7886","-117.9631","25"
"33.8438","-117.9893","89"
"33.7327","-117.9934","183"
"33.8600","-117.9961","13"
"34.1477","-118.0007","61"
"33.8970","-118.0055","11"
"33.7591","-118.0104","9"
"33.7865","-118.0292","19"
"33.9779","-118.0372","50"
"34.1353","-118.0487","69"
"33.8714","-118.0592","41"
"33.9134","-118.0711","89"
"33.8306","-118.0868","97"
"34.0037","-118.0897","50"
"45.3276","-118.0927","17"
"34.0337","-118.0928","35"
"33.8617","-118.0949","103"
"34.1593","-118.0988","1"
"33.7593","-118.1144","170"
"34.0959","-118.1269","95"
"34.0689","-118.1284","68"
"33.9239","-118.1287","36"
"33.9423","-118.1333","7"
"34.1460","-118.1364","48"
"34.6975","-118.1434","16"
"34.1466","-118.1517","124"
"34.0184","-118.1539","13"
"34.6079","-118.1557","61"
"33.9515","-118.1618","23"
"33.9036","-118.1630","6"
"33.9030","-118.1634","3"
"33.7718","-118.1670","5"
"34.7027","-118.1801","213"
"34.1424","-118.1861","1"
"33.7645","-118.1933","69"
"34.1088","-118.1935","21"
"34.2064","-118.2169","108"
"33.9803","-118.2252","1"
"34.0575","-118.2470","13"
"34.0547","-118.2502","1"
"34.1482","-118.2539","168"
"34.1475","-118.2559","84"
"34.1430","-118.2573","338"
"34.0438","-118.2577","11"
"34.0483","-118.2589","75"
"34.0392","-118.2607","1"
"33.8447","-118.2617","27"
"34.0459","-118.2673","43"
"34.0166","-118.2842","1"
"34.0153","-118.2863","1"
"34.1044","-118.2914","278"
"34.0627","-118.3095","8"
"33.7562","-118.3109","4"
"34.1836","-118.3122","89"
"34.1820","-118.3140","339"
"34.1848","-118.3175","46"
"33.8960","-118.3261","2"
"33.7922","-118.3285","39"
"34.0976","-118.3313","15"
"34.0117","-118.3398","89"
"34.1020","-118.3410","153"
"34.1014","-118.3421","31"
"34.0763","-118.3458","382"
"33.8338","-118.3477","65"
"34.0871","-118.3499","1"
"46.0568","-118.3546","68"
"34.0719","-118.3578","395"
"33.8719","-118.3580","78"
"34.0626","-118.3581","7"
"34.1389","-118.3617","141"
"34.0820","-118.3618","54"
"34.0973","-118.3649","34"
"33.7720","-118.3739","20"
"34.1661","-118.3750","145"
"34.0653","-118.3779","5"
"34.0287","-118.3783","1"
"34.0669","-118.3912","93"
"33.9780","-118.3917","117"
"34.1808","-118.3947","101"
"33.9183","-118.3967","1"
"34.1871","-118.4128","61"
"34.0595","-118.4128","294"
"33.9775","-118.4165","112"
"33.9860","-118.4400","48"
"33.9869","-118.4408","31"
"34.0591","-118.4434","37"
"34.0616","-118.4467","12"
"34.0627","-118.4471","8"
"34.0626","-118.4472","12"
"34.0465","-118.4480","57"
"34.2142","-118.4487","26"
"34.0453","-118.4525","55"
"34.4146","-118.4629","26"
"34.1538","-118.4662","192"
"34.0148","-118.4949","32"
"34.0317","-118.4956","32"
"34.0166","-118.4977","73"
"34.2568","-118.4991","43"
"34.0154","-118.5001","78"
"34.1600","-118.5079","70"
"34.0482","-118.5252","8"
"34.3818","-118.5290","30"
"34.4192","-118.5417","87"
"34.2771","-118.5742","78"
"34.1923","-118.6255","101"
"34.1533","-118.6458","4"
"45.6472","-118.6791","48"
"34.2847","-118.7216","73"
"34.1442","-118.7573","155"
"34.2849","-118.7721","68"
"39.4742","-118.7769","4"
"34.1579","-118.8230","56"
"34.1829","-118.8788","36"
"34.1826","-118.8793","1"
"34.1816","-118.8825","74"
"37.6389","-118.9646","5"
"34.2156","-119.0042","97"
"35.3694","-119.0133","42"
"36.0783","-119.0365","66"
"35.3693","-119.0483","44"
"34.2181","-119.0632","54"
"34.3464","-119.0816","22"
"35.3421","-119.1039","85"
"35.3850","-119.1120","116"
"46.1826","-119.1721","284"
"46.8275","-119.1754","2"
"34.2397","-119.1756","136"
"34.1983","-119.1792","33"
"46.2728","-119.1827","106"
"34.2601","-119.2298","3"
"46.2247","-119.2324","68"
"35.7469","-119.2408","15"
"47.1340","-119.2676","155"
"36.3297","-119.2910","66"
"34.2809","-119.2922","120"
"45.8558","-119.2940","31"
"46.2534","-119.3121","545"
"36.3005","-119.3169","39"
"36.2286","-119.3431","244"
"36.5386","-119.3892","24"
"48.4095","-119.5285","1"
"47.3243","-119.5491","15"
"36.5730","-119.6246","7"
"36.8078","-119.6670","124"
"36.3268","-119.6704","55"
"34.4393","-119.6936","42"
"34.4183","-119.6974","88"
"34.4194","-119.6997","115"
"34.4209","-119.7010","55"
"34.4247","-119.7062","29"
"36.8132","-119.7105","103"
"36.8058","-119.7122","14"
"39.5308","-119.7204","220"
"34.4347","-119.7460","36"
"39.4032","-119.7481","192"
"39.5365","-119.7587","132"
"36.2385","-119.7653","12"
"39.1311","-119.7733","167"
"39.5392","-119.7760","1"
"39.5254","-119.7795","1"
"38.9628","-119.7809","16"
"36.3029","-119.7858","92"
"36.7817","-119.7863","84"
"39.5052","-119.7882","83"
"36.8493","-119.7904","75"
"39.5260","-119.8111","44"
"34.4431","-119.8311","53"
"34.4280","-119.8717","168"
"36.8302","-119.9073","42"
"38.9555","-119.9422","106"
"39.2496","-119.9526","5"
"46.3085","-119.9764","22"
"47.8399","-120.0196","1"
"36.9759","-120.0768","62"
"39.2753","-120.1208","3"
"47.4241","-120.3121","58"
"47.4683","-120.3313","218"
"36.1395","-120.3597","2"
"37.9735","-120.3663","34"
"34.9338","-120.4197","1"
"34.9499","-120.4406","113"
"34.6567","-120.4606","38"
"46.5728","-120.4816","10"
"37.3011","-120.4819","49"
"46.6013","-120.5037","39"
"46.6206","-120.5275","21"
"46.9835","-120.5408","1"
"38.0707","-120.5414","17"
"41.4835","-120.5429","2"
"35.1186","-120.5940","4"
"35.1269","-120.5966","71"
"40.4183","-120.6597","19"
"40.4194","-120.6636","25"
"35.2815","-120.6640","55"
"35.4874","-120.6652","134"
"35.4873","-120.6655","3"
"35.6268","-120.6822","186"
"37.0655","-120.8361","43"
"38.7318","-120.8371","2"
"35.3656","-120.8481","7"
"37.4939","-120.8753","37"
"37.7334","-120.9512","302"
"37.6959","-120.9977","68"
"37.6402","-121.0016","14"
"39.2524","-121.0264","6"
"39.2320","-121.0357","4"
"38.6570","-121.0460","111"
"39.2173","-121.0631","11"
"38.6491","-121.1214","21"
"38.6483","-121.1223","112"
"44.6323","-121.1284","6"
"44.2738","-121.1746","5"
"44.2528","-121.1847","2"
"38.6415","-121.1911","125"
"38.8036","-121.2073","49"
"45.6163","-121.2141","16"
"37.7808","-121.2294","96"
"38.7570","-121.2585","90"
"38.7748","-121.2703","178"
"38.1356","-121.2738","191"
"37.9549","-121.2898","97"
"38.7974","-121.2937","206"
"38.0121","-121.2939","9"
"44.0575","-121.3133","3"
"44.0444","-121.3142","149"
"38.6803","-121.3357","238"
"38.5663","-121.3395","23"
"38.6229","-121.3702","139"
"36.8498","-121.3964","26"
"38.5936","-121.4183","327"
"38.4393","-121.4235","85"
"37.7607","-121.4589","269"
"38.5784","-121.4903","8"
"38.5616","-121.4933","105"
"38.5792","-121.4934","2"
"38.4653","-121.4940","212"
"38.5811","-121.5012","1"
"38.5817","-121.5013","191"
"38.6345","-121.5031","141"
"45.7087","-121.5117","3"
"45.7100","-121.5153","9"
"44.2852","-121.5343","11"
"36.9978","-121.5682","76"
"39.4909","-121.5744","35"
"37.1173","-121.6311","77"
"39.1293","-121.6379","164"
"36.6764","-121.6551","16"
"36.7157","-121.6607","37"
"38.5469","-121.7239","88"
"38.5467","-121.7396","25"
"38.5432","-121.7405","21"
"37.9458","-121.7430","115"
"37.6834","-121.7668","152"
"37.6799","-121.7746","35"
"38.6771","-121.7773","92"
"36.9163","-121.7860","21"
"47.4960","-121.7868","1"
"42.2456","-121.7907","80"
"36.6647","-121.8128","34"
"37.3253","-121.8152","232"
"37.2799","-121.8433","22"
"39.7600","-121.8466","233"
"38.0088","-121.8468","31"
"37.2514","-121.8628","460"
"37.2904","-121.8803","29"
"37.3324","-121.8860","1"
"37.7031","-121.8875","564"
"37.3318","-121.8898","2"
"37.4192","-121.8956","946"
"36.5839","-121.8960","122"
"37.4266","-121.9094","1"
"37.3332","-121.9145","2"
"37.2880","-121.9338","54"
"37.7689","-121.9375","256"
"37.3253","-121.9478","347"
"37.3190","-121.9483","75"
"37.2786","-121.9510","21"
"36.9718","-121.9670","63"
"37.4997","-121.9732","392"
"47.8658","-121.9782","81"
"37.5540","-121.9795","459"
"37.3892","-121.9830","658"
"37.2239","-121.9837","4"
"38.3533","-121.9847","240"
"37.2887","-121.9900","215"
"37.5273","-122.0012","251"
"47.5438","-122.0186","148"
"36.9725","-122.0254","27"
"36.9726","-122.0275","1"
"37.0481","-122.0276","57"
"37.3740","-122.0309","477"
"37.9762","-122.0388","138"
"38.2606","-122.0569","149"
"37.9707","-122.0587","93"
"37.8965","-122.0619","284"
"37.9444","-122.0620","314"
"37.5993","-122.0676","823"
"37.4144","-122.0812","341"
"37.6735","-122.0813","89"
"37.6951","-122.0832","5"
"37.6507","-122.1008","61"
"37.4049","-122.1094","265"
"37.9939","-122.1188","61"
"47.6708","-122.1211","90"
"47.6807","-122.1229","193"
"37.6993","-122.1233","119"
"37.8605","-122.1269","14"
"47.6210","-122.1290","203"
"47.1662","-122.1538","20"
"47.7559","-122.1566","198"
"37.4450","-122.1637","23"
"48.0836","-122.1687","62"
"47.5791","-122.1702","153"
"47.7127","-122.1800","253"
"37.8788","-122.1821","33"
"47.6168","-122.2010","526"
"47.6146","-122.2034","168"
"47.4988","-122.2034","138"
"47.7626","-122.2082","7"
"47.9091","-122.2139","138"
"47.9116","-122.2149","2"
"38.1313","-122.2187","208"
"40.1670","-122.2275","17"
"37.4858","-122.2286","146"
"47.3848","-122.2363","130"
"47.2994","-122.2410","72"
"37.7646","-122.2434","91"
"37.8115","-122.2477","89"
"37.8273","-122.2510","90"
"37.8567","-122.2533","88"
"47.4426","-122.2584","1"
"47.4583","-122.2586","314"
"37.8708","-122.2664","5"
"37.8140","-122.2675","87"
"47.8275","-122.2755","261"
"37.7961","-122.2776","91"
"38.2830","-122.2785","53"
"47.8326","-122.2802","147"
"47.5592","-122.2857","44"
"47.5641","-122.2884","5"
"40.4373","-122.2905","14"
"37.8330","-122.2920","346"
"47.1354","-122.2935","81"
"47.1591","-122.2971","15"
"45.4031","-122.2981","8"
"37.8904","-122.2982","21"
"37.9019","-122.3028","24"
"47.6132","-122.3051","13"
"47.3133","-122.3076","200"
"47.6607","-122.3133","11"
"47.7789","-122.3147","114"
"47.6648","-122.3154","28"
"41.3097","-122.3167","5"
"47.6144","-122.3172","8"
"47.6614","-122.3183","165"
"37.9818","-122.3198","91"
"47.6151","-122.3218","22"
"47.7490","-122.3242","15"
"37.5663","-122.3249","230"
"47.7030","-122.3257","369"
"40.5922","-122.3284","203"
"48.2370","-122.3285","13"
"47.6129","-122.3353","290"
"48.4637","-122.3394","32"
"47.6142","-122.3414","2"
"47.7019","-122.3427","149"
"47.6148","-122.3492","1"
"47.6198","-122.3528","9"
"47.6235","-122.3572","75"
"47.8108","-122.3778","7"
"47.6689","-122.3841","92"
"47.5826","-122.3864","110"
"45.5173","-122.4008","34"
"37.7844","-122.4034","439"
"45.5857","-122.4048","2"
"45.5366","-122.4073","2"
"37.7840","-122.4077","150"
"37.7650","-122.4101","77"
"37.6380","-122.4178","248"
"37.7650","-122.4189","3"
"37.7562","-122.4213","359"
"37.7816","-122.4220","81"
"45.4986","-122.4269","2"
"37.7849","-122.4325","364"
"45.5083","-122.4327","1"
"37.8004","-122.4385","56"
"47.2579","-122.4446","41"
"37.7884","-122.4467","24"
"48.7703","-122.4492","208"
"37.7996","-122.4600","100"
"37.7034","-122.4656","409"
"47.1797","-122.4682","54"
"37.7290","-122.4764","498"
"38.3094","-122.4772","6"
"48.7516","-122.4802","23"
"37.7824","-122.4829","19"
"47.2716","-122.4887","4"
"45.5058","-122.4926","66"
"37.7759","-122.4980","31"
"47.8006","-122.4994","3"
"47.2989","-122.5044","92"
"45.6126","-122.5067","121"
"47.1622","-122.5126","53"
"47.6273","-122.5216","37"
"37.9733","-122.5313","10"
"38.0187","-122.5342","83"
"37.9370","-122.5351","5"
"38.0028","-122.5450","112"
"45.7684","-122.5456","40"
"37.9064","-122.5469","6"
"47.6040","-122.5475","3"
"45.6166","-122.5506","40"
"38.0950","-122.5592","104"
"47.3007","-122.5753","212"
"45.4360","-122.5762","219"
"45.4932","-122.5766","308"
"45.6589","-122.5826","145"
"45.5189","-122.5830","24"
"37.9868","-122.5876","11"
"45.3344","-122.5933","46"
"45.6477","-122.5954","25"
"46.9403","-122.5993","12"
"48.5186","-122.6136","1"
"45.5356","-122.6207","60"
"45.4982","-122.6216","81"
"45.4068","-122.6248","12"
"45.5119","-122.6255","65"
"47.5660","-122.6261","20"
"47.5653","-122.6299","62"
"45.5645","-122.6300","7"
"47.6071","-122.6321","12"
"45.5232","-122.6375","163"
"38.2334","-122.6381","358"
"45.5030","-122.6407","1"
"45.4431","-122.6413","4"
"45.5125","-122.6452","33"
"45.4741","-122.6487","5"
"45.5313","-122.6504","229"
"47.7437","-122.6592","25"
"48.2877","-122.6604","13"
"45.6883","-122.6625","49"
"45.4161","-122.6637","16"
"45.5080","-122.6678","3"
"45.6271","-122.6712","106"
"38.4535","-122.6713","78"
"45.6292","-122.6715","9"
"45.5180","-122.6764","38"
"48.2635","-122.6805","5"
"45.5183","-122.6811","177"
"45.5223","-122.6814","159"
"45.2646","-122.6909","34"
"45.5271","-122.6944","139"
"47.6547","-122.6949","42"
"38.4386","-122.7130","240"
"42.1962","-122.7132","7"
"38.3473","-122.7200","227"
"44.3981","-122.7273","8"
"45.3973","-122.7522","269"
"45.4365","-122.7528","5"
"45.5906","-122.7556","4"
"48.1148","-122.7569","3"
"45.5906","-122.7576","21"
"45.3081","-122.7657","51"
"45.4339","-122.7659","4"
"38.5128","-122.7806","229"
"47.4809","-122.7857","1"
"45.8636","-122.7981","1"
"45.4976","-122.8122","363"
"47.0506","-122.8131","79"
"38.4039","-122.8228","94"
"45.4305","-122.8317","84"
"45.5356","-122.8545","2"
"42.3327","-122.8666","124"
"45.5392","-122.8737","192"
"45.7409","-122.8788","10"
"47.0445","-122.9003","8"
"46.1390","-122.9030","45"
"39.0154","-122.9115","4"
"46.1437","-122.9116","1"
"45.4979","-122.9200","80"
"47.0427","-122.9232","538"
"46.7166","-122.9540","5"
"46.6875","-122.9578","66"
"45.3002","-122.9768","2"
"44.9420","-122.9851","121"
"44.9236","-122.9856","56"
"38.8055","-123.0162","4"
"44.9509","-123.0319","51"
"44.9440","-123.0346","52"
"45.5216","-123.0388","26"
"44.0735","-123.0441","155"
"44.6294","-123.0738","66"
"44.0454","-123.0857","15"
"44.0499","-123.0933","49"
"44.0677","-123.1068","79"
"44.6363","-123.1075","5"
"45.2025","-123.1659","31"
"44.8497","-123.1871","57"
"39.1452","-123.2072","2"
"44.5888","-123.2493","82"
"44.5634","-123.2625","17"
"44.9233","-123.3115","7"
"42.4206","-123.3387","77"
"48.1044","-123.3449","9"
"39.4123","-123.3538","8"
"43.2365","-123.3803","65"
"39.4408","-123.8047","6"
"46.1888","-123.8219","19"
"46.0018","-123.9166","7"
"44.9768","-124.0116","2"
"46.3472","-124.0561","1"
"44.6799","-124.0608","19"
"40.8700","-124.0865","9"
"43.9841","-124.1012","7"
"40.9337","-124.1043","45"
"47.0041","-124.1613","14"
"40.7956","-124.1641","126"
"41.7554","-124.1925","11"
"43.4021","-124.2349","79"
"55.3419","-131.6455","3"
"58.3818","-134.5792","1"
"64.8353","-147.7529","54"
"61.5661","-149.3665","35"
"61.1924","-149.7310","4"
"61.2267","-149.7410","21"
"61.1422","-149.8670","18"
"61.1888","-149.8791","101"
"60.4938","-151.1578","4"
"60.5566","-151.2503","5"
"19.6979","-155.0640","44"
"20.0793","-155.4677","2"
"19.9196","-155.8873","5"
"19.5717","-155.9619","15"
"19.6517","-155.9987","16"
"20.7348","-156.4525","26"
"20.8921","-156.4651","32"
"20.8886","-156.4746","5"
"21.2778","-157.7054","72"
"21.3767","-157.7298","10"
"21.2803","-157.7800","401"
"21.4205","-157.8059","73"
"21.3038","-157.8492","3"
"21.2945","-157.8533","999"
"21.3110","-157.8611","1"
"21.3159","-157.8707","125"
"21.3833","-157.9407","104"
"21.3962","-157.9757","110"
"21.4524","-158.0060","197"
"21.3337","-158.0835","36"
"21.3305","-158.0967","81"
"36.1135",,"108"
"34.2689",,"273"
"40.9181",,"23"
"38.6220",,"212"
"35.3358",,"45"
"40.7162",,"29"
"40.2904",,"216"
"37.5726",,"31"
"34.1116",,"90"
"39.0170",,"80"
"45.6096",,"67"
"42.0427",,"136"
"32.1968",,"130"
"31.3581",,"175"
"43.0546",,"8"
"26.1172",,"47"
